,Business Name,Address,City,Permit_ID,Type,Class,Inspection_Date,Inspection_Type,Grade,Priority_Violations,Inspection_Details
223,Lulu's Italian Ice & Catering,7601 E Gray Rd  E,Scottsdale,FD-26856,Food Catering    ,Class 5,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-26856&i=5667855
224,Starbucks Coffee  No 5327,15811 N Frank Lloyd Wright Blvd  ,Scottsdale,FD-26905,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-26905&i=5668015
225,Freddy's Frozen Custard & Steakburgers,14029 W Waddell Rd  ,Surprise,FD-27055,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-27055&i=5668888
226,Grand Ave Produce,8990 W Windsor Dr  ,Peoria,FD-28937,Food Processor    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-28937&i=5668692
227,Grand Ave Produce,8990 W Windsor Dr  ,Peoria,FD-28938,Food Jobber    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-28938&i=5668691
228,Ohya Korean Asian Kitchen & Bar,4920 W Thunderbird Rd Suite 117,Glendale,FD-31798,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-31798&i=5668832
229,Pacino's,2831 N Power Rd  ,Mesa,FD-32207,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-32207&i=5668985
230,Tacos Kissi,2720 W Bethany Home Rd  ,Phoenix,FD-32319,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-32319&i=5667387
231,Moreno's Mexican Grill,2100 S Gilbert Rd Suite 13,Chandler,FD-32776,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-32776&i=5667797
232,AFC Sushi @ Safeway  No 2821,3800 W Happy Valley Rd  ,Glendale,FD-32913,E & D  0-9 Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-32913&i=5668870
233,Happy Days Daycare III,4477 W Olive Ave  ,Glendale,FD-33468,Daycare Food Service    ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-33468&i=5667676
234,New Chen Wok,7445 W Cactus Rd Suite 207,Peoria,FD-35343,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-35343&i=5667420
235,AFC Sushi @ Safeway  No 1510,20205 N 67th Ave  ,Glendale,FD-35702,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-35702&i=5667669
236,QuikTrip  No 497,21050 N Cave Creek Rd  ,Phoenix,FD-35889,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-35889&i=5668883
237,QuikTrip  No 497,21050 N Cave Creek Rd  ,Phoenix,FD-35891,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-35891&i=5668880
238,First Watch,4910 W Ray Rd Suite 5,Chandler,FD-36061,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-36061&i=5667930
239,La Loma Assisted Living,14260  Denny Blvd  ,Litchfield Park,FD-36466,Service Kitchen    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-36466&i=5667867
240,Knuckle Sandwiches,1140 N Higley Rd Suite 103,Mesa,FD-36602,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-36602&i=5668975
241,Wendy's  No 624,12630 N Tatum Blvd  ,Phoenix,FD-37493,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-37493&i=5667873
242,Wendy's  No 2232,1175 W Chandler Blvd  ,Chandler,FD-37499,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,C,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-37499&i=5667455
243,Blanco,2502 E Camelback Rd Suite 122,Phoenix,FD-37777,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-37777&i=5668945
244,Little Sicily Az,18795 N Reems Rd Suite 112,Surprise,FD-38827,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-38827&i=5668941
245,Circle K Store  No 3478,6761 E Baseline Rd  ,Mesa,FD-39012,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39012&i=5668960
246,Circle K Store  No 3478,6761 E Baseline Rd  ,Mesa,FD-39013,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39013&i=5668961
247,Blue Willo Catering,2926 N 24th St  ,Phoenix,FD-39031,Food Catering    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39031&i=5668131
248,Snooze - An A.M. Eatery,310 N Gilbert Rd  ,Gilbert,FD-39099,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39099&i=5668818
249,Del Taco  No 1015,2645 N Power Rd  ,Mesa,FD-39482,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39482&i=5668986
250,St. Bernadette Roman Catholic Parish/St John XXIII Catholic School,16245 N 60th St  ,Scottsdale,FD-39718,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39718&i=5668804
251,El Alamo Carniceria,773 E Chandler Blvd  ,Chandler,FD-39945,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-39945&i=5667847
252,Julioberto's Mexican Food,2855 W Cactus Rd Suite 40,Phoenix,FD-40627,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-40627&i=5668060
253,Ichi Bowl,5130 N 19th Ave Suite 1&2,Phoenix,FD-41296,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-41296&i=5668899
254,Flower Child,10460 N 90th St  ,Scottsdale,FD-41560,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-41560&i=5668943
255,La Loma Internet Cafe,14260  Denny Blvd  ,Litchfield Park,FD-42064,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-42064&i=5667863
256,Chef Panda,15601 W Bell Rd Suite 402,Surprise,FD-42223,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-42223&i=5668877
257,Eats Cafe,1509 N Arizona Ave  ,Chandler,FD-42484,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-42484&i=5667784
258,Nekter Juice Bar,6137 N Scottsdale Rd Suite 105,Scottsdale,FD-42788,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-42788&i=5667374
259,Raven Golf Club,3636 E Baseline Rd  ,Phoenix,FD-43382,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-43382&i=5668302
260,Cafe Rio,2501 W Happy Valley Rd Suite 50-1220,Phoenix,FD-43894,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-43894&i=5667900
261,Pizza Hut  No 26995,6650 W Bethany Home Rd  ,Glendale,FD-43991,Food Processor    ,Class 2,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-43991&i=5668829
262,Harkins Camelview,7014 E Camelback Rd  ,Scottsdale,FD-44540,E & D  0-9 Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-44540&i=5667675
263,Pizza Hut  No 26990,8860 N 43rd Ave  ,Glendale,FD-44570,Food Processor    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-44570&i=5667916
264,Pizza Hut  No 26993,6750 W Peoria Ave  ,Peoria,FD-44571,Food Processor    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-44571&i=5667383
265,The Salvation Army,73 E Saragosa St  ,Chandler,FD-44975,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-44975&i=5668780
266,Carniceria El Herradero,492 W Ray Rd  ,Chandler,FD-45450,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-45450&i=5667846
267,Evo,4175 N Goldwater Blvd  ,Scottsdale,FD-45454,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-45454&i=5667903
268,Los Politos,9204 N 7th St Suite 1,Phoenix,FD-45582,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-45582&i=5668763
269,Egg N' Joe,23271 N Scottsdale Rd  ,Scottsdale,FD-46001,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46001&i=5667557
270,Wetzel's Pretzels,7014 E Camelback Rd Space K7,Scottsdale,FD-46128,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46128&i=5668912
271,The Bistro AZ,2909 N Central Ave Suite 100,Phoenix,FD-46293,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46293&i=5667015
272,Carioca Shell  No 73,1166 N Higley Rd  ,Mesa,FD-46452,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46452&i=5668976
273,Upward for Children and Families,6306 N 7th St  ,Phoenix,FD-46721,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46721&i=5668113
274,FourtillFour Coffee,7105 E 1st Ave  ,Scottsdale,FD-46761,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46761&i=5667770
275,Chandler Post Acute and Rehabilitation,2121 W Elgin St  ,Chandler,FD-46906,Nursing Home    ,Class 5,03/11/2024,Routine Inspection,B,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-46906&i=5667456
276,Tiny Tots West,1024 W University Dr  ,Mesa,FD-47842,Daycare Food Service    ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-47842&i=5668903
277,Z'Tejas,7221 W Ray Rd  ,Chandler,FD-47883,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-47883&i=5668931
278,Z'Tejas,7221 W Ray Rd  ,Chandler,FD-47884,Food Catering    ,Class 5,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-47884&i=5668934
279,Circle K  No 1844,3508 W Baseline Rd  ,Laveen Village,FD-48625,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-48625&i=5668859
280,Circle K  No 1844,3508 W Baseline Rd  ,Phoenix,FD-48629,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-48629&i=5668862
281,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-49464,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-49464&i=5668478
282,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-49465,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-49465&i=5668586
283,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-49466,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-49466&i=5668589
284,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-49467,Service Kitchen    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-49467&i=5668590
285,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-49468,Assisted Living    ,Class 5,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-49468&i=5668403
286,Savanna House Assisted Living and Memory Care,1415 N San Benito Dr  ,Gilbert,FD-50341,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-50341&i=5668476
287,Dollar Tree  No 07013,425 W Baseline Rd  ,Tempe,FD-51053,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-51053&i=5667868
288,Westin Kierland,6902 E Greenway Pkwy  ,Scottsdale,FD-51596,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-51596&i=5668854
289,sp market  No 4,8990 E Shea Blvd  ,Scottsdale,FD-51702,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-51702&i=5668747
290,sp market  No 4,8990 E Shea Blvd  ,Scottsdale,FD-51703,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-51703&i=5668748
291,AC Hotel Tempe,100 E Rio Salado Pkwy  ,Tempe,FD-51812,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-51812&i=5667816
292,Fat Ox,6316 N Scottsdale Rd  ,Scottsdale,FD-52234,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-52234&i=5668940
293,Country Manor Assisted Living Center LLC,2815 N 48th St  ,Phoenix,FD-52434,Assisted Living    ,Class 5,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-52434&i=5668869
294,Yogurtology,15029 N Thompson Peak Pkwy  ,Scottsdale,FD-52461,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-52461&i=5668952
295,Carniceria La Herradura,10720 W Indian School Rd Suite 58,Phoenix,FD-52900,Meat Market    ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-52900&i=5667924
296,Carniceria La Herradura,10720 W Indian School Rd Suite 58,Phoenix,FD-53511,E & D  0-9 Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-53511&i=5667922
297,Carniceria La Herradura,10720 W Indian School Rd Suite 58,Phoenix,FD-53512,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-53512&i=5667929
298,Fillmore Coffee Co,600 N 4th St  ,Phoenix,FD-54088,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-54088&i=5667918
299,J & K Chinese Gourmet,2540 S Val Vista Dr Suite 106,Gilbert,FD-54999,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-54999&i=5668367
300,Cambria Suites Chandler,3165 W Frye Rd  ,Chandler,FD-55188,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55188&i=5667943
301,Cogburns,825 S Cooper Rd  B5,Gilbert,FD-55366,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55366&i=5668783
302,Pho Tan Thanh Restaurant,7575 W Cactus Rd  ,Peoria,FD-55625,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55625&i=5667377
303,Smokin Fins,900 N 54th St Suite 1,Chandler,FD-55706,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55706&i=5668857
304,Loco Patron Restaurant,14950 N Northsight Blvd  ,Scottsdale,FD-55746,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55746&i=5668009
305,Mariscos 7 Mares,10740 W Lower Buckeye Rd Suite 108-109,Avondale,FD-55894,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,3,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-55894&i=5667781
306,Burger King,2260 W Baseline Rd  ,Tempe,FD-56263,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-56263&i=5667517
307,"La Loma Senior Living Services, Inc",14154 S Denny Rd  ,Litchfield Park,FD-56655,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-56655&i=5667862
308,The Human Bean,29 S Power Rd  ,Mesa,FD-56754,E & D  0-9 Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-56754&i=5668793
309,McDonald's  No 17594,6335 E Greenway Rd  ,Scottsdale,FD-56899,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-56899&i=5668823
310,Hidden Track Cafe,111 W Monroe St Suite 121,Phoenix,FD-56980,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-56980&i=5668914
311,America Marketplace,6802 E Thomas Rd  ,Scottsdale,FD-57466,E & D  0-9 Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-57466&i=5668885
312,Sunrise Preschools  No 134,102 N Lindsay Rd  ,Mesa,FD-57726,Daycare Food Service    ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-57726&i=5668353
313,Antojos Y Neveria La Trampa,2535 E Bell Rd Suite 1,Phoenix,FD-57893,E & D  10+ Seating  ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-57893&i=5668919
314,Mamma Toledo's,15414 N 7th St Suite 6,Phoenix,FD-57916,E & D  0-9 Seating  ,Class 4,03/12/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-57916&i=5668838
315,Nespresso,7014 E Camelback Rd Space 1280,Scottsdale,FD-58356,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-58356&i=5667850
316,7th Street Hot Spot Cafe & Market,16220 N 7th St  ,Phoenix,FD-58379,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-58379&i=5668843
317,7th Street Hot Spot Cafe & Market,16220 N 7th St  ,Phoenix,FD-58380,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-58380&i=5668846
318,Cobblestone Auto Spa,3235 E Queen Creek Rd  ,Gilbert,FD-59384,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59384&i=5667421
319,QuikTrip  No 400,2111 W University   ,Tempe,FD-59415,Retail Food Establishment    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59415&i=5668077
320,QuikTrip  No 400,2111 W University   ,Tempe,FD-59416,E & D  0-9 Seating  ,Class 3,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59416&i=5668076
321,Civana Carefree Resort,37220 N Mule Train Rd  ,Carefree,FD-59431,E & D  10+ Seating  ,Class 4,03/12/2024,Routine Inspection,Not Participating,3,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59431&i=5668904
322,Civana Carefree Resort,37220 N Mule Train Rd  ,Carefree,FD-59432,E & D  10+ Seating  ,Class 3,03/12/2024,Routine Inspection,Not Participating,1,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59432&i=5668905
323,Civana Carefree Resort,37220 N Mule Train Rd  ,Carefree,FD-59433,Food Catering    ,Class 5,03/12/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59433&i=5668906
324,Cobblestone Auto Spa,3235 E Queen Creek Rd  ,Gilbert,FD-59441,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59441&i=5667423
325,i-Tea,825 W University Dr  ,Tempe,FD-59629,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,Not Participating,2,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59629&i=5667818
326,The Salvation Army,85 E Saragosa St  ,Chandler,FD-59663,Food Jobber    ,Class 2,03/12/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-59663&i=5668775
327,Los Altos Ranch Market  No 502,5802 W Thomas Rd  ,Phoenix,FD-60853,Retail Food Establishment    ,Class 2,03/11/2024,Routine Inspection,B,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-60853&i=5667554
328,Los Altos Ranch Market  No 502,5802 W Thomas Rd  ,Phoenix,FD-60855,Bakery    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-60855&i=5667551
329,Los Altos Ranch Market  No 502,5802 W Thomas Rd  ,Phoenix,FD-60859,E & D  10+ Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-60859&i=5667549
330,Los Altos Ranch Market  No 502,5802 W Thomas Rd  ,Phoenix,FD-60861,E & D  0-9 Seating  ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-60861&i=5667553
331,Los Altos Ranch Market  No 502,5802 W Thomas Rd  ,Phoenix,FD-60862,Bakery    ,Class 2,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-60862&i=5667550
332,Schmooze Workspace & Cafe,4222 N Marshall Way  ,Scottsdale,FD-62355,E & D  10+ Seating  ,Class 4,03/11/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-62355&i=5667559
333,"Terros, Inc",4616 N 51st Ave Suite 201,Phoenix,FD-63314,E & D  10+ Seating  ,Class 3,03/11/2024,Routine Inspection,A,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-63314&i=5667844
334,ISM Raceway,7602 S Avondale Blvd  ,Avondale,FD-63374,E & D  0-9 Seating  ,Class 2,03/09/2024,Routine Inspection,Not Participating,0,http://envapp.maricopa.gov/EnvironmentalHealth/FoodInspection?p=FD-63374&i=5666748
